,status,family,pval,qval,genes,num_cells_expressed,C1,C3,C2,C4,cluster
Peg10,OK,negbinomial.size,7.85764703542059e-05,0.000466849486450878,Peg10,297,15.219537753065,8.87455127744523,6.87369262011746,1.45702684959892,C1
Peg12,OK,negbinomial.size,0.000301355177257414,0.00156429848469012,Peg12,315,89.3067702667201,60.5913450655916,106.890912474533,30.1629034148936,C2
Peg3,OK,negbinomial.size,3.2209000652904e-29,1.8918008009055e-27,Peg3,536,257.435914442659,262.93186354301,56.5829417895333,33.2422586316459,C3
Peli2,OK,negbinomial.size,4.25696673988528e-07,3.79995580674146e-06,Peli2,93,3.98390848155238,0.420628858818468,2.70607946284751,11.5385793155367,C4
Penk,OK,negbinomial.size,3.37130773198334e-53,6.02293491062523e-51,Penk,60,6.11624656485736,1.2661403179544,160.908202875556,0.671084448619825,C2
Peo1,OK,negbinomial.size,0.00474915488760766,0.0170169095795831,Peo1,103,6.01023655649376,7.66929303110556,0.387007057096533,2.07118143713921,C3
Pepd,OK,negbinomial.size,0.0116029208400659,0.0359115425326678,Pepd,230,25.0044720707536,33.2481185186851,15.8073685828863,11.5673378533386,C3
Per2,OK,negbinomial.size,0.000927885557760184,0.00421596323895063,Per2,28,0.486013647225929,0.428046859849299,6.51974632514996,1.20661722491163,C2
Perp,OK,negbinomial.size,5.39866597079442e-06,4.04320154151582e-05,Perp,15,0.61010000866457,0.167477876384138,0,16.0099280907369,C4
Pex11b,OK,negbinomial.size,0.0018057222425013,0.0074421676402737,Pex11b,192,8.10509678205681,10.5980257600275,3.74218864205259,24.0660854901461,C4
Pex19,OK,negbinomial.size,7.60336777986897e-06,5.55063108697245e-05,Pex19,307,36.0573105002303,46.5243826207027,11.0946587433236,23.2232203249093,C3
Pex2,OK,negbinomial.size,0.0139087906235672,0.0418108842699101,Pex2,310,54.8453565042091,78.1521257994484,36.7225895900881,57.3170754038979,C3
Pex26,OK,negbinomial.size,0.0121839788138362,0.0373873493928541,Pex26,66,2.83558699220525,4.14040168565848,0.807944205473597,0.0364364210405967,C3
Pfas,OK,negbinomial.size,1.63899959552641e-05,0.000111902610388834,Pfas,438,39.5260210684222,20.2714905392638,27.6776767911008,54.7978981543622,C4
Pfkfb2,OK,negbinomial.size,1.71175561420476e-07,1.61424578192931e-06,Pfkfb2,105,3.9339363792727,6.11992512499942,20.6543209760294,4.46417223174127,C2
Pfkfb4,OK,negbinomial.size,0.000148438229100543,0.000827996938820593,Pfkfb4,77,2.04855308778691,7.61738014022719,0.197826551240972,2.28402883011084,C3
Pfkl,OK,negbinomial.size,0.00524522206302366,0.0185508087425552,Pfkl,290,22.007430633564,27.2965342092489,13.8948051722391,8.26370369176813,C3
Pgam1,OK,negbinomial.size,0.007885011691219,0.0260826253077938,Pgam1,429,30.1566452119382,29.4341466406638,7.66317766817674,23.7036938175374,C1
Pgap2,OK,negbinomial.size,0.00214260127833509,0.008650433221351,Pgap2,280,18.6012105261346,31.5025820635596,12.5275736206371,15.6120459847476,C3
Pgbd5,OK,negbinomial.size,1.12474228135481e-12,1.9134364979717e-11,Pgbd5,89,2.26092707517833,13.7751856395066,14.3796692972111,34.3284291870217,C4
Pgf,OK,negbinomial.size,1.23184891544459e-09,1.53837598052075e-08,Pgf,42,14.5645500253261,0.478731318875176,1.022375007653,0,C1
Pgk1,OK,negbinomial.size,0.013013290785912,0.0395720944158831,Pgk1,416,23.1306520144452,20.3049640662936,7.2120788058512,9.29079718382269,C1
Pglyrp1,OK,negbinomial.size,7.47400247342969e-35,5.86207889120281e-33,Pglyrp1,66,5.01599831471921,97.4340871536365,0.278877288792469,0.0217896812575054,C3
Pgm2,OK,negbinomial.size,0.00226284719684947,0.00907042801279986,Pgm2,200,19.9743900534679,41.4848232454979,25.7144042123215,17.8012568495474,C3
Pgm2l1,OK,negbinomial.size,0.0154040670288116,0.0456129176315847,Pgm2l1,58,2.49417138489861,0.506569474340979,2.35070297229962,4.5271212609941,C4
Phactr1,OK,negbinomial.size,2.27940458085713e-08,2.4191403567298e-07,Phactr1,52,2.89341648812508,0.141981220281635,0.219400980937613,0.355674905617605,C1
Phactr2,OK,negbinomial.size,6.50900229176211e-36,5.2328310299335e-34,Phactr2,271,11.0098239373243,3.79612798176883,33.8709522618823,65.794206763664,C4
Phax,OK,negbinomial.size,0.00248676087696575,0.00980947744412912,Phax,387,57.2543022993477,50.2716661169575,21.5777698098214,31.8813189400022,C1
Phc2,OK,negbinomial.size,0.000673678656304989,0.0031730240044127,Phc2,211,12.0691788410038,5.53198854525635,5.18047992047953,3.32618247395111,C1
Phex,OK,negbinomial.size,4.22181202447252e-25,1.96047538161697e-23,Phex,23,0,0.406488170153214,6.19641873327351,3.95979612150681,C2
Phf11c,OK,negbinomial.size,0.00338207944434165,0.0127839223898227,Phf11c,12,0.223695141980347,2.17808298153488,0.035533636152817,0,C3
Phf13,OK,negbinomial.size,0.00927431409544621,0.0297696734619992,Phf13,154,7.79904610858694,7.33224524656695,2.47836606053098,26.8548706793455,C4
Phf20l1,OK,negbinomial.size,0.000889813875183218,0.00406307272860551,Phf20l1,372,13.1925697683277,10.6463406014786,28.887415082955,11.9257740615471,C2
Phf5a,OK,negbinomial.size,6.60479484149032e-05,0.000399611834647648,Phf5a,376,170.825184684325,97.7221168509734,73.2975958477303,46.8923229176682,C1
Phf6,OK,negbinomial.size,6.33965653297001e-05,0.000385200765156322,Phf6,313,21.5469576563856,10.6877162033478,7.30203471021942,19.6571759867963,C1
Phf8,OK,negbinomial.size,2.47761317345595e-06,1.99184614063525e-05,Phf8,254,2.81282233225352,9.31843662281104,9.32807389938636,10.1980113364831,C4
Phgdh,OK,negbinomial.size,0.0033170509022085,0.0125862022876425,Phgdh,305,39.2410906739494,25.8686849310653,13.2448288622051,22.8729332671974,C1
Phka1,OK,negbinomial.size,0.00317735730869702,0.0121169128555499,Phka1,90,2.58608402331426,2.07833346310965,9.72959436114246,8.4056741850557,C2
Phldb2,OK,negbinomial.size,5.92196299179838e-10,7.6866003999498e-09,Phldb2,312,28.8427370501533,11.8927936371071,23.513681989806,1.99741697820728,C1
Phlpp2,OK,negbinomial.size,3.19216996195472e-06,2.50066274181629e-05,Phlpp2,121,2.40411812898576,2.28215041709027,12.6011472116353,5.21379977651372,C2
Phyh,OK,negbinomial.size,1.01384529112515e-05,7.22898668500153e-05,Phyh,241,24.3304558964698,64.512516248386,45.6521910074579,75.8922923311825,C4
Phyhipl,OK,negbinomial.size,0.0155248973739189,0.0459072999817743,Phyhipl,18,0.380928684130398,0.0147353014592999,0.820132683780091,0.759139246679642,C2
Pi15,OK,negbinomial.size,1.07328493767077e-43,1.24375352732065e-41,Pi15,46,0.217929736505122,0.00889475618028809,19.6105669784358,0.0470285847636153,C2
Pias3,OK,negbinomial.size,0.0148362830700878,0.0441552774480656,Pias3,167,14.604228021504,17.0775826844479,23.570969729356,4.38675222361227,C2
Picalm,OK,negbinomial.size,0.00103457997355995,0.00463363586347548,Picalm,429,17.8867582360038,14.520597391334,36.9228290620557,7.57378827285385,C2
Pid1,OK,negbinomial.size,1.33767647827781e-12,2.26401743948519e-11,Pid1,53,0.843516570005996,0.219307054034542,9.92510929934273,0.0928884123889677,C2
Pidd1,OK,negbinomial.size,0.000327704636060262,0.00168005768578842,Pidd1,43,3.21038029397961,0.392471288792829,2.84364175414939,0.0313051248514174,C1
Piezo1,OK,negbinomial.size,0.00168104936621217,0.00702284442922608,Piezo1,214,5.58776203547873,4.14449244212836,9.12042025294575,0.713400508753489,C2
Piezo2,OK,negbinomial.size,4.4788796168963e-05,0.00028268806924503,Piezo2,61,0.850759559927687,0.0539117764667368,0.799244621857385,0,C1
Pif1,OK,negbinomial.size,5.3234321870426e-05,0.000329683717967881,Pif1,20,0.897140539403057,0,0.210662964541628,0.0129124055755377,C1
Pigl,OK,negbinomial.size,0.0027093729907338,0.0105627761117693,Pigl,105,4.53239611092479,11.6390410627903,0.71236849368993,14.6117203161537,C4
Pigm,OK,negbinomial.size,4.42937641340727e-07,3.93474232083272e-06,Pigm,192,13.40512533623,5.81639358826277,23.8105645736479,5.58759645133734,C2
Pigs,OK,negbinomial.size,0.000300169985733992,0.00156003496020054,Pigs,270,43.2969735230138,50.6335491553736,13.6445118378458,34.6788985287089,C3
Pigu,OK,negbinomial.size,0.00248491990782559,0.00980777071934966,Pigu,221,6.68300160716933,12.1880994439053,5.06321952476077,9.21178791958482,C3
Pih1d2,OK,negbinomial.size,0.0104963179354533,0.033067386138559,Pih1d2,29,1.31004944265716,2.25032817336812,0.0131700306597535,0.0840951712538519,C3
Pik3c2a,OK,negbinomial.size,0.00122115174998492,0.00534092994221556,Pik3c2a,358,11.4890136695767,19.8130973005191,9.39890068484275,7.71927481824044,C3
Pik3c3,OK,negbinomial.size,0.00416496881716972,0.015206924182587,Pik3c3,133,11.5693853923524,6.63545377616609,2.60186436179484,10.9894768914312,C1
Pik3ca,OK,negbinomial.size,0.00735001468615671,0.0245566854306581,Pik3ca,326,6.94936221479327,4.89555590887744,13.2835960752599,6.92682758450326,C2
Pik3cd,OK,negbinomial.size,0.00336853911278091,0.0127364840116699,Pik3cd,12,0.100535187034126,0.584474032762059,2.01849270614891,0.0312924449477833,C2
Pik3ip1,OK,negbinomial.size,0.0138426918175655,0.041651121602186,Pik3ip1,123,2.93012798553966,7.00026656547029,1.37262541005789,7.20223206045091,C4
Pik3r1,OK,negbinomial.size,1.33633971640598e-13,2.48400834857373e-12,Pik3r1,303,12.0185561262091,7.29513305925916,27.2984513365767,45.7037257812224,C4
Pik3r3,OK,negbinomial.size,1.34897523624596e-16,3.26777183876304e-15,Pik3r3,156,4.72819836314784,15.4514386244796,0.368591477762579,1.01329707107654,C3
Pim2,OK,negbinomial.size,1.22000275870551e-08,1.33898425641886e-07,Pim2,47,2.79837634360586,4.03360023781931,0.00366631802722694,14.7349604906098,C4
Pim3,OK,negbinomial.size,9.01883283288691e-06,6.49547854028131e-05,Pim3,115,4.09547837799526,12.7221158892462,0.313868231226791,9.17642049670902,C3
Pip5k1b,OK,negbinomial.size,4.20497865952224e-05,0.000267104397518195,Pip5k1b,45,1.60972116931883,2.1865449141371,0.0102863239853914,8.29661678454833,C4
Pipox,OK,negbinomial.size,1.26135132633031e-05,8.83701640010173e-05,Pipox,16,1.57353577546511,1.61928268681632,0,7.90972086895212,C4
Pitpnc1,OK,negbinomial.size,0.000332030485105153,0.00170058436709688,Pitpnc1,310,22.0314968040729,10.6960399621457,10.964234702667,8.57973243290787,C1
Pitpnm3,OK,negbinomial.size,1.00276833019584e-07,9.76427632952994e-07,Pitpnm3,30,0.169173230743878,1.02474808131276,0,0,C3
Pitrm1,OK,negbinomial.size,0.000176386854654399,0.000963015327427645,Pitrm1,270,43.5886111439725,22.1661151624816,25.6421139951512,11.8612079031971,C1
Pitx2,OK,negbinomial.size,8.79991234045774e-05,0.000516822209905952,Pitx2,13,0.908471622039357,0.00190519686284799,0,0,C1
Pkdcc,OK,negbinomial.size,0.000438487341784391,0.0021768671082102,Pkdcc,50,3.73422647318238,0.0998611330703831,0.948618602512732,3.61825462808848,C1
Pkhd1l1,OK,negbinomial.size,3.11535814067329e-17,7.95096265148423e-16,Pkhd1l1,32,1.37670367414152,1.23757539038218,0,0,C1
Pkia,OK,negbinomial.size,0.00424226384905965,0.0154409280957709,Pkia,75,8.9271069566126,3.66144609502347,1.5340982813395,2.09639823874475,C1
Pkig,OK,negbinomial.size,6.70784859024352e-05,0.000405275041880237,Pkig,393,14.1352644883528,30.2619179598692,9.19836334190505,25.2049618446167,C3
Pkm,OK,negbinomial.size,2.68534319790206e-17,6.88079074793112e-16,Pkm,515,556.763263844861,492.056548234429,144.480338593259,146.847899343305,C1
Pknox2,OK,negbinomial.size,0.00116332716642505,0.00512216554082136,Pknox2,148,3.05357545974368,1.41147231593411,8.87538022069855,1.1220808192271,C2
Pkp2,OK,negbinomial.size,5.20150234314313e-13,9.06597894848917e-12,Pkp2,75,1.80619637892143,5.62489711563258,0.00141756193761578,1.00303578128697,C3
Pla2g16,OK,negbinomial.size,0.00251131958953481,0.00989375310266041,Pla2g16,75,0.571409279728331,2.34608437065314,0.0168710748368395,2.29971697492837,C3
Pla2g1b,OK,negbinomial.size,0.000134388460067251,0.000754864088141946,Pla2g1b,57,1.94810925743016,10.0549068885355,0.0875689292419389,53.6285880082509,C4
Pla2g4a,OK,negbinomial.size,0.0107842642384446,0.0338501685942199,Pla2g4a,294,21.9717091235323,25.233667816779,10.961189029185,15.8355881623383,C3
Pla2g4b,OK,negbinomial.size,8.67679330072524e-07,7.44063948181525e-06,Pla2g4b,38,1.06619564849531,2.67775720378738,0.00194305818172487,0.0678151425990472,C3
Pla2g5,OK,negbinomial.size,3.54101257121333e-08,3.66731438836692e-07,Pla2g5,36,0.00112003814612192,2.10147140951553,0.00148199082710644,3.36352163352074,C4
Pla2g7,OK,negbinomial.size,2.55658998964258e-05,0.000168384111811431,Pla2g7,38,2.40547466414632,0.591950930873001,14.5263401042425,2.22127211616383,C2
Pla2r1,OK,negbinomial.size,2.65814205864218e-05,0.000174269527524538,Pla2r1,66,1.24224487097866,5.79031034795585,5.109178724311,4.20120326325913,C3
Plaa,OK,negbinomial.size,0.00529612954560312,0.0186897433045522,Plaa,362,11.4579935418692,16.5115232228635,6.82002594926008,21.8322123668155,C4
Plac1,OK,negbinomial.size,9.23573653478525e-14,1.74962119362213e-12,Plac1,76,8.59599921357392,24.348728646017,0.0660598261471991,24.3292722974937,C3
Plagl1,OK,negbinomial.size,5.54282906935228e-33,4.05098922267491e-31,Plagl1,295,33.8749235795188,5.53441001169575,69.3463325495636,26.3653525999647,C2
Plat,OK,negbinomial.size,2.22279032640427e-08,2.36100346561008e-07,Plat,293,81.1557748083429,72.9476080338566,42.9096742094175,0.579418714479512,C1
Plau,OK,negbinomial.size,0.00143123628172312,0.00611627650890513,Plau,74,1.93906353370824,6.33747610649587,16.3858611286382,6.66380621536408,C2
Plbd1,OK,negbinomial.size,2.37983377494095e-20,7.61714262263947e-19,Plbd1,47,0.393943739354857,4.98798071275483,0.0047853022687951,48.9681912762998,C4
Plbd2,OK,negbinomial.size,0.00056239227265982,0.00270330784873814,Plbd2,148,2.99854814512483,9.24029048565298,5.81501818900492,11.4311223409891,C4
Plcb3,OK,negbinomial.size,0.00430526497579981,0.0156216144947004,Plcb3,122,3.40558888811072,8.19579704888198,1.29323921945508,7.4038446939089,C3
Plcb4,OK,negbinomial.size,9.55594393623541e-11,1.32884439839780e-09,Plcb4,105,2.22967227999672,3.79361427498637,0.0122193774781442,1.65302787011302,C3
Plcd1,OK,negbinomial.size,0.000879506585507384,0.00402028898698702,Plcd1,149,8.92046790955334,25.2186883993528,22.7986836665956,18.9129307880726,C3
Plce1,OK,negbinomial.size,0.000560297168753648,0.00269497682312244,Plce1,156,2.93537605846533,1.676789503132,0.964624977324983,0,C1
Plch1,OK,negbinomial.size,1.47911672225891e-16,3.56958318919631e-15,Plch1,81,4.18925633785663,1.20209356903351,0,1.03584409077475,C1
Plcxd3,OK,negbinomial.size,5.85557909619539e-12,9.344952098556e-11,Plcxd3,13,1.11508106114071,0.0145098638133648,7.61376605168949,0.00218119822394288,C2
Pld1,OK,negbinomial.size,1.0500479255155e-13,1.98337246195387e-12,Pld1,161,0.870456827980394,7.40450514788185,4.79244372653319,3.1705057340119,C3
Pld2,OK,negbinomial.size,9.79544569320826e-05,0.000568074021423525,Pld2,41,0.266131330915937,2.81494618928487,0.586866473272524,0.0616329881941216,C3
Pld3,OK,negbinomial.size,1.15618069406764e-22,4.37410360817415e-21,Pld3,354,35.265710414204,157.088776835184,43.2270922602859,85.4177379664674,C3
Pld5,OK,negbinomial.size,1.90196854716229e-11,2.88162796491737e-10,Pld5,49,0.28215295067337,2.28576682036766,0.00209310137484615,3.20322089470944,C4
Plec,OK,negbinomial.size,3.63006863122824e-09,4.29563687244608e-08,Plec,423,9.66304549630434,22.5248745601936,21.1174207335058,29.583074148223,C4
Plekha1,OK,negbinomial.size,1.72360446875857e-07,1.62422888510194e-06,Plekha1,142,6.45301038948945,1.44167598437321,2.46590853441283,11.6428252724736,C4
Plekha2,OK,negbinomial.size,1.06258200533177e-09,1.33868681043904e-08,Plekha2,172,5.25777782875247,14.2515993276705,1.94103185862382,24.8551905365062,C4
Plekha5,OK,negbinomial.size,0.0154657727831949,0.0457745594363174,Plekha5,227,11.1646809636255,5.63034349260275,5.21817505552013,3.4703520460899,C1
Plekha6,OK,negbinomial.size,0.000657125401808483,0.00310415131967041,Plekha6,49,2.76601372228226,0.766680122272082,1.97690671221169,0,C1
Plekhb1,OK,negbinomial.size,0.00210276054408054,0.00850025420443367,Plekhb1,29,0.523749688962902,3.17335784021315,0,0.627800175345047,C3
Plekhb2,OK,negbinomial.size,2.58688296586311e-09,3.11564378182558e-08,Plekhb2,70,2.42986011075589,0.544442491717138,0,2.68537016419421,C4
Plekhg1,OK,negbinomial.size,0.00450206908146056,0.0162349634412187,Plekhg1,83,1.75996571543343,0.689387642244363,5.11063164223264,0.863139411849245,C2
Plekhg2,OK,negbinomial.size,0.0170460575896289,0.0495622601210208,Plekhg2,221,5.48162956596057,3.20082766019355,5.08361807743002,0.263245683175336,C1
Plekhg5,OK,negbinomial.size,0.00307438697089369,0.0117766050049451,Plekhg5,84,1.15967986251663,5.11023618300314,1.62323975090179,0.376583088413805,C3
Plekhh2,OK,negbinomial.size,0.00463986726076821,0.0166851027607664,Plekhh2,210,8.04721711104721,5.63466407152885,6.0222448554331,0.234950836180098,C1
Plekho2,OK,negbinomial.size,8.95109291831618e-06,6.45391862154154e-05,Plekho2,71,8.60398933047178,4.15079258098833,18.1467680648447,0.196808500171977,C2
Plin1,OK,negbinomial.size,8.17035215349711e-10,1.04468429175381e-08,Plin1,26,0.100400369879779,6.11108456271205,0,0,C3
Plin2,OK,negbinomial.size,1.80834736428001e-05,0.000122554120899546,Plin2,316,29.6768902765663,66.1305535156748,40.4696850710619,65.0973188670873,C3
Plk1,OK,negbinomial.size,4.01067506630801e-12,6.5138021941818e-11,Plk1,110,23.8893242315375,2.14743008099825,11.3169558812704,27.3408831663444,C4
Plk3,OK,negbinomial.size,2.51581141210908e-06,2.01374500273547e-05,Plk3,35,3.87782132863643,10.6958236389201,0.0968749402814739,4.22454068102875,C3
Plk4,OK,negbinomial.size,7.75755090972027e-05,0.000461755563867338,Plk4,162,6.55776660333588,1.4260919341091,9.29237595755996,2.07702159552383,C2
Plod2,OK,negbinomial.size,1.65737138540608e-05,0.000113096913159036,Plod2,196,10.5356908655814,3.29431248215341,17.2864300213912,11.4934348749047,C2
Plp1,OK,negbinomial.size,7.03835159881509e-44,8.30590060693197e-42,Plp1,107,4.44103425547455,3.31047174857246,74.7851890004217,0.618512631338773,C2
Plrg1,OK,negbinomial.size,4.14801462260436e-05,0.000263876914394461,Plrg1,274,56.5716106129968,33.7960625368137,17.5182781645156,26.7815024546199,C1
Plscr1,OK,negbinomial.size,0.00977555656290039,0.0311553478861714,Plscr1,195,15.6904730133707,12.9285489439027,6.07119724024716,40.3198462812155,C4
Plscr2,OK,negbinomial.size,2.65589210559914e-12,4.40809550378346e-11,Plscr2,29,7.03397688310485,1.48193465410804,0.00135203765589712,2.26094982974142,C1
Plscr4,OK,negbinomial.size,2.3524250983294e-10,3.14872466595329e-09,Plscr4,43,1.24014084167666,2.32561180712476,25.788993799092,1.34913936824924,C2
Pltp,OK,negbinomial.size,1.13467130889659e-08,1.25173902627245e-07,Pltp,241,7.83086576897847,3.7345690308046,39.5557107322625,1.48160806516298,C2
Plxdc1,OK,negbinomial.size,7.75451977047235e-10,9.94480436765562e-09,Plxdc1,88,0.88125777427799,10.2253771058497,4.29601963376997,5.24873388572691,C3
Plxdc2,OK,negbinomial.size,1.35051810061644e-07,1.28774754101032e-06,Plxdc2,229,9.29910223218874,4.66065901676674,25.0666011776936,15.5883998207486,C2
Plxna2,OK,negbinomial.size,0.0044073614783851,0.0159381193973763,Plxna2,177,2.48308440951105,3.72718427645877,3.00797549138375,9.00724415222402,C4
Plxna3,OK,negbinomial.size,0.00546329484494236,0.019195400598332,Plxna3,114,3.40929263236711,5.45157083376187,1.84456280527364,0.420646061192271,C3
Plxna4,OK,negbinomial.size,8.13486373717447e-11,1.13861536726088e-09,Plxna4,202,1.64510162829404,6.88900014280338,2.24016841929886,0.0848556541764325,C3
Plxnb1,OK,negbinomial.size,9.31240755892683e-05,0.00054324489084116,Plxnb1,187,5.88505705997605,4.55684359746908,0.467768216165818,2.36076074979858,C1
Plxnb2,OK,negbinomial.size,4.71688535199734e-05,0.000296256329505575,Plxnb2,385,21.233335372074,26.5219980482413,8.71217796955687,37.035536855299,C4
Plxnc1,OK,negbinomial.size,1.36210434324242e-31,9.47067468493364e-30,Plxnc1,228,4.52083173836817,7.43753673891143,29.4755396897974,79.870555049295,C4
Pmepa1,OK,negbinomial.size,6.11506801223708e-15,1.2810768703812e-13,Pmepa1,132,2.01845652556333,0.656952689532293,23.2220906865361,0.43735239865584,C2
Pmp22,OK,negbinomial.size,2.25594727146819e-23,9.06820304777979e-22,Pmp22,352,93.2509381874915,55.1744755788592,286.123225381542,16.867959397202,C2
Pmpca,OK,negbinomial.size,4.97437238438631e-06,3.75280656776311e-05,Pmpca,324,27.7812148290943,42.2762257226259,13.0927615823839,11.9951930106403,C3
Pmpcb,OK,negbinomial.size,0.00704628492315536,0.0236401572682701,Pmpcb,390,29.7589271647606,37.5749970018904,24.0685364868781,63.5036893512893,C4
Pnck,OK,negbinomial.size,4.78882170978662e-10,6.26638999521722e-09,Pnck,64,1.35741827006181,18.0208500337523,19.0986742496839,1.64549840611979,C2
Pnlip,OK,negbinomial.size,3.13555337034211e-37,2.63611915050396e-35,Pnlip,51,0.978087935084811,38.5901634275144,0.00417007364811272,1.64685189519622,C3
Pnliprp1,OK,negbinomial.size,4.50513484405367e-07,3.9992787784032e-06,Pnliprp1,18,1.07412906880183,12.906092752797,0.728912334479568,0.003979718269617,C3
Pnliprp2,OK,negbinomial.size,9.923406789678e-72,3.039161465134e-69,Pnliprp2,40,5.29160609359272,102.298070688747,0.346600802348263,0,C3
Pnn,OK,negbinomial.size,0.00131235045553345,0.00567993402070216,Pnn,389,35.2705983082372,20.6797112087637,14.880301519219,12.8252013424045,C1
Pnpla2,OK,negbinomial.size,0.00064102705278355,0.00303702798525039,Pnpla2,74,1.52800411188899,6.10216228169714,2.99940521530907,20.5530563002298,C4
Poc1a,OK,negbinomial.size,0.00109064191568523,0.00484926614637371,Poc1a,69,5.63129757171716,1.64314554914889,0.190349871611479,5.20355315883649,C1
Podxl,OK,negbinomial.size,2.14864005451185e-52,3.54332782322897e-50,Podxl,317,19.492858824953,39.3164766313099,0.397299361012803,0.32940381594084,C3
Pofut1,OK,negbinomial.size,0.00052773905552449,0.00256162546083453,Pofut1,123,1.56642289617414,1.59143530965066,6.69139908720974,0.245677591141617,C2
Pogk,OK,negbinomial.size,0.0001421942689405,0.00079592901713736,Pogk,322,18.0550342291448,10.5491079792946,14.6854445035304,3.92992078269009,C1
Poglut1,OK,negbinomial.size,0.00226660897011947,0.00908267638088682,Poglut1,273,21.0670833475294,21.0375352400631,6.87026505863911,20.7033209535153,C1
Pogz,OK,negbinomial.size,0.00385537266509037,0.0142533380411677,Pogz,369,9.80938162006948,13.6270930921965,7.99076816507566,3.22115180982309,C3
Pola1,OK,negbinomial.size,0.00010655558143426,0.000614079051966347,Pola1,231,8.62165349810398,3.64886844347271,11.4866551801033,2.78756556040858,C2
Pola2,OK,negbinomial.size,0.00312399030729571,0.0119452697154414,Pola2,117,7.2757251692802,9.65849001788387,21.0078351902325,0.360634405847893,C2
Pold1,OK,negbinomial.size,0.0112152050726967,0.0349554598619088,Pold1,124,10.1946156952772,5.44996211714206,9.65187805402682,1.54933582244844,C1
Pole,OK,negbinomial.size,0.000218216067821554,0.00117247839615232,Pole,139,4.79225651234676,1.54740932258086,4.74444287493129,0.751426091732915,C1
Pole3,OK,negbinomial.size,0.00815606649056655,0.0269131162716742,Pole3,308,57.6152937076261,30.8176356234688,29.069422980589,53.3192271859552,C1
Polk,OK,negbinomial.size,7.88596469201936e-06,5.74064311451302e-05,Polk,123,4.51094822739764,3.03216662544502,17.5719663054081,16.3819605033772,C2
Polm,OK,negbinomial.size,1.69427649159616e-09,2.07556938203823e-08,Polm,69,5.76983844497751,9.59327526372089,0.104203332831572,2.08252139382967,C3
Polr1b,OK,negbinomial.size,0.0008150093832702,0.00375213518146191,Polr1b,117,8.93728490536862,2.86933879716441,5.50040237099569,1.56508418413637,C1
Polr2g,OK,negbinomial.size,1.1611480635512e-21,4.12592473520968e-20,Polr2g,467,159.665010369295,547.091113130674,115.306246651274,123.163179063885,C3
Polr2m,OK,negbinomial.size,0.000443227865110052,0.00219870421477462,Polr2m,387,84.0985878700489,47.6028229220725,40.5276778474031,36.8597561410969,C1
Polr3a,OK,negbinomial.size,0.0145070100985831,0.0433760276378603,Polr3a,97,4.75590239559328,4.81180367291866,0.628162545803809,1.63524592378219,C3
Polr3b,OK,negbinomial.size,0.00413888576964079,0.0151245703565027,Polr3b,160,9.30216930095664,4.62827380300321,13.7096877760142,2.78227635223416,C2
Polr3k,OK,negbinomial.size,0.000346643538336822,0.0017617051891057,Polr3k,393,66.4195764391933,37.6722095118135,28.4718394650256,50.8616482929712,C1
Pom121,OK,negbinomial.size,0.00104778133012863,0.00468623478770676,Pom121,358,34.4684879175066,19.1438005923768,16.6387531062905,20.5824871788607,C1
Pomgnt1,OK,negbinomial.size,0.00153403682409936,0.006486625795,Pomgnt1,139,5.13588304674451,9.275350240806,2.27999007839046,1.39425557952323,C3
Popdc2,OK,negbinomial.size,6.80122141128716e-05,0.000410530788425091,Popdc2,12,1.98786877811802,0.322684149724201,0,0,C1
Por,OK,negbinomial.size,2.82798243992737e-05,0.000184370695006517,Por,276,13.8549849879746,26.0804932958072,5.21305942757009,11.2741078804149,C3
Postn,OK,negbinomial.size,4.49966962931282e-22,1.64898149406982e-20,Postn,101,11.7977173980821,1.27258366310249,19.5226458782628,1.46300098848218,C2
Pou2f1,OK,negbinomial.size,0.00288161459701187,0.0111452482149713,Pou2f1,210,2.37656454117186,2.02137876973081,0.346350395187423,3.48536922495164,C4
Pou3f2,OK,negbinomial.size,1.30235489852827e-07,1.24459071766487e-06,Pou3f2,11,0.955293289537326,0.00128253249522481,0.00202019409222579,0,C1
Ppa1,OK,negbinomial.size,0.000300885931307374,0.00156249323149243,Ppa1,269,40.0489922121176,23.6600737497586,13.7053348509636,13.7057653497095,C1
Ppap2a,OK,negbinomial.size,7.89049548242534e-08,7.75959047327501e-07,Ppap2a,235,13.9787928372202,8.85070259496774,62.3207509244401,1.40536398776098,C2
Ppap2b,OK,negbinomial.size,0.000332700791940656,0.00170227935033121,Ppap2b,320,20.6233444256057,35.6246636741012,55.43640660258,21.360306405028,C2
Ppargc1a,OK,negbinomial.size,7.7274799091065e-05,0.000460700430534432,Ppargc1a,25,1.10968462428869,0.3669675720128,0.000863332258999778,0,C1
Ppat,OK,negbinomial.size,0.0132481491988221,0.040115570420068,Ppat,255,16.1587660081155,20.1631729866811,7.6907750528292,22.5439880393588,C4
Ppcs,OK,negbinomial.size,0.00751023749342258,0.0250010830429334,Ppcs,136,11.7658410252063,25.4882163971337,5.98177441056039,28.0014638301852,C4
Ppfibp2,OK,negbinomial.size,6.53375976976944e-05,0.000395686214305764,Ppfibp2,161,14.9336088087854,9.61112307147764,2.50572401009587,3.48631782721686,C1
Ppic,OK,negbinomial.size,0.000158444476202211,0.000875836397674708,Ppic,450,141.110042044418,167.883283106581,323.10135774982,153.555738782735,C2
