,status,family,pval,qval,genes,num_cells_expressed,C1,C3,C2,C4,cluster
Frem1,OK,negbinomial.size,2.19589590317307e-40,2.1561686261462e-38,Frem1,167,3.62249028715525,0.372716524549836,20.2777346619962,0.220662945060395,C2
Frem2,OK,negbinomial.size,5.45145552845938e-12,8.73251213730673e-11,Frem2,79,3.54132984021765,2.81693332433747,0.0589349943815438,4.06477942523483,C4
Frk,OK,negbinomial.size,0.000323701029452201,0.00166218217239268,Frk,105,11.6355302742411,4.56811958873021,7.58059179228591,0.544817715115513,C1
Frmd4a,OK,negbinomial.size,0.0151370886382214,0.044915425871613,Frmd4a,180,2.33246721369334,0.942769304155656,2.09659251958011,0.902650533396182,C1
Frmd4b,OK,negbinomial.size,2.21365503861957e-08,2.35324336874079e-07,Frmd4b,330,26.0234971468643,24.8600076632059,8.2559948043071,7.56318735152657,C1
Frmd6,OK,negbinomial.size,1.74843273145829e-20,5.69369372778429e-19,Frmd6,184,3.7714906198981,26.3254977136365,6.41835292361665,0.27626504829057,C3
Frmpd1,OK,negbinomial.size,8.52333653828943e-12,1.34192996195859e-10,Frmpd1,29,0.20201769544568,3.09417763344534,0,0,C3
Frzb,OK,negbinomial.size,1.08441403131725e-23,4.45649127310982e-22,Frzb,31,5.66897912792136,0.00193118612443176,9.36100751942545,5.13257898285381,C2
Fst,OK,negbinomial.size,2.64143390340994e-38,2.31134451017429e-36,Fst,184,3.75627092261295,68.9626990800076,5.48439392602745,60.8300911991563,C3
Fstl1,OK,negbinomial.size,5.9402437383731e-24,2.51346563179912e-22,Fstl1,548,353.057222948523,233.645832231929,913.267400267924,122.207075068554,C2
Fth1,OK,negbinomial.size,5.23005139862021e-05,0.000325152977962551,Fth1,560,870.90229730638,1529.82525903613,1189.26046269852,1572.40078572109,C4
Fto,OK,negbinomial.size,0.00136813548255135,0.00588179368718517,Fto,374,8.94546678106961,12.6530949106295,4.51522699063177,8.73680945652779,C3
Fuca1,OK,negbinomial.size,0.00960507313187145,0.0306956660112453,Fuca1,187,10.8787540888341,13.7693403614823,11.6460626601268,44.006967729723,C4
Fus,OK,negbinomial.size,0.0154782813803738,0.045801042879169,Fus,442,15.2065856221441,10.7728354387532,24.3844228287289,21.2151260537009,C2
Fut11,OK,negbinomial.size,0.0002900982938256,0.00151565164641702,Fut11,71,1.67713951751685,1.83152575146979,12.6461641285752,8.39242836470646,C2
Fut8,OK,negbinomial.size,0.0163312639695884,0.0478517194626002,Fut8,157,11.5445198283192,13.6948441464794,14.6552730678129,40.4256033004036,C4
Fxyd5,OK,negbinomial.size,0.00383582829458048,0.0142034861039562,Fxyd5,18,1.10928738858399,0.0432922452749071,1.85500890537021,0,C2
Fyco1,OK,negbinomial.size,0.000230149346710855,0.00122889624190192,Fyco1,163,2.60442146071843,8.07133478532608,5.34052513247914,7.47619055620286,C3
Fyn,OK,negbinomial.size,0.0157207034221489,0.0463966852848231,Fyn,272,12.6283374784373,19.7206334931849,27.0440369890304,13.0577436477332,C2
Fzd2,OK,negbinomial.size,0.0158044701161562,0.0466054330820992,Fzd2,192,6.05003603401145,1.9944500736864,1.9263463577357,0.130261001354331,C1
Fzd4,OK,negbinomial.size,9.53852059667227e-15,1.95684195271125e-13,Fzd4,66,7.77634257142013,0.718497299780231,0.0410390800317473,0,C1
Fzd6,OK,negbinomial.size,6.95078817093949e-11,9.81426874234849e-10,Fzd6,54,2.00906113894074,2.16002608130944,0.00118734354930767,17.8718325905103,C4
Fzd7,OK,negbinomial.size,0.000153350697302992,0.00085139559771351,Fzd7,108,5.05529957351433,1.10933912651758,5.97945635479178,0.00647074523733178,C2
G2e3,OK,negbinomial.size,0.00114015115365143,0.00503805025400837,G2e3,237,12.3918667273598,5.67818351078254,11.9709632061588,4.75834262499707,C1
G3bp1,OK,negbinomial.size,5.84632146442245e-05,0.000358442483302507,G3bp1,511,45.7185417391085,24.9401803219256,23.5878961928908,21.5635372387331,C1
G3bp2,OK,negbinomial.size,2.65370645927012e-06,2.11098492180529e-05,G3bp2,461,77.7860721069416,61.4660045051318,26.328015442078,39.7258932145258,C1
G6pc2,OK,negbinomial.size,9.35142701527699e-31,6.13711253558714e-29,G6pc2,51,24.1605236550028,5.19316171011609,0.00441426705286581,0,C1
Gab1,OK,negbinomial.size,0.000417705924958389,0.00208577302513189,Gab1,207,8.73162618911,19.633317890026,12.1310592802319,3.95980531511768,C3
Gabra3,OK,negbinomial.size,8.203355898243e-09,9.22375584957166e-08,Gabra3,26,1.16028165226503,0.0424486155632164,7.65333764359582,0.00161607780333439,C2
Gabra4,OK,negbinomial.size,1.50345328980635e-13,2.78257836932073e-12,Gabra4,218,17.6909795793045,44.1043685454779,29.6097547177593,0.934666401871653,C3
Gabrb1,OK,negbinomial.size,7.81077145942105e-23,2.98130425170721e-21,Gabrb1,79,1.62400251601196,11.7786528739023,0,0,C3
Gabrb3,OK,negbinomial.size,0.00244062728995865,0.00965962733253481,Gabrb3,15,0.182891164117383,0.0391421445597836,3.19991422996633,0,C2
Gabrg3,OK,negbinomial.size,1.68868649982492e-13,3.12091586885747e-12,Gabrg3,18,0.00214633211312137,1.15247100049016,0,0,C3
Gadd45g,OK,negbinomial.size,4.14067176371899e-43,4.63143138232325e-41,Gadd45g,227,21.5072879401997,209.595035185431,8.59864500115482,105.531764277492,C3
Gale,OK,negbinomial.size,2.5804946384505e-12,4.28848869953343e-11,Gale,71,9.71842960215087,3.52054205443868,0,4.78770596259002,C1
Galnt1,OK,negbinomial.size,0.00422593611258573,0.0153930894272229,Galnt1,357,11.8262037601246,21.4398787047405,9.85575662905321,8.57361616168056,C3
Galnt12,OK,negbinomial.size,6.73351801173735e-05,0.000406634939835575,Galnt12,13,2.2942351783712,0.173916499725095,0,0,C1
Galnt14,OK,negbinomial.size,6.93250354343353e-11,9.80484711817026e-10,Galnt14,29,1.50959306455988,0.000943062431248301,0,0,C1
Galnt16,OK,negbinomial.size,0.0146536745076485,0.0437230840157464,Galnt16,13,0.338817439808331,0.601024746858278,4.88499591326986,0,C2
Galnt4,OK,negbinomial.size,0.0120184330745165,0.0369751505949548,Galnt4,45,2.34930579221091,0.273585079686476,0.864382560633602,0,C1
Galnt7,OK,negbinomial.size,9.37548287747917e-06,6.72598082838899e-05,Galnt7,200,7.64345950734025,12.1128085979122,0.523271359526435,5.11868291804736,C3
Galntl6,OK,negbinomial.size,0.000504378864501947,0.00246275816753212,Galntl6,11,1.91486333249054,0.0151180514708962,0,0,C1
Gap43,OK,negbinomial.size,0.00392819416246118,0.014473893300412,Gap43,15,2.43289392322943,0.629786220260739,0,0,C1
Gars,OK,negbinomial.size,0.0167821635528958,0.0489276903401855,Gars,268,41.8035096027078,27.4744422581997,23.302766493423,59.7298512264129,C4
Gart,OK,negbinomial.size,2.33483392697966e-06,1.88767874310115e-05,Gart,287,24.2808143529823,42.0098054825922,10.4601273987119,48.6932568487529,C4
Gas1,OK,negbinomial.size,0.000325707342818762,0.00167181705932871,Gas1,423,33.9319313977134,27.1428043450249,45.4962501936847,3.41272824978097,C2
Gas2l3,OK,negbinomial.size,0.00120047926469691,0.00526304184791968,Gas2l3,49,1.70609218526801,0.334093350486378,3.58786632622166,0.20710236434974,C2
Gas6,OK,negbinomial.size,1.04652248962695e-42,1.15054861402321e-40,Gas6,283,11.2620250792381,89.4041507338198,122.577668116944,207.855446365597,C4
Gas7,OK,negbinomial.size,4.91916461974879e-09,5.72108630233533e-08,Gas7,217,1.08849416993185,6.84658700351216,4.66793009207344,2.89041350138868,C3
Gas8,OK,negbinomial.size,0.000567202167338572,0.00272439188890069,Gas8,123,16.2924620769231,19.6839791138561,3.22330743774865,0.20561909058934,C3
Gata2,OK,negbinomial.size,2.35467724577812e-33,1.76094264025837e-31,Gata2,97,29.0674156247813,1.24678973258847,3.98464186648123,0.0234158675152223,C1
Gata3,OK,negbinomial.size,5.99702194691733e-11,8.54260169470626e-10,Gata3,98,6.33152573323751,6.59288141330328,0.117910275855371,0.00232522624494264,C3
Gata4,OK,negbinomial.size,2.76014718998432e-07,2.54325023673125e-06,Gata4,378,31.9498277340792,69.0416522930884,24.0967517261398,31.1999455803863,C3
Gata5,OK,negbinomial.size,2.39059047939829e-25,1.12637968265569e-23,Gata5,38,7.43753861055925,0.048729774881607,0,0,C1
Gata6,OK,negbinomial.size,3.47702656548935e-13,6.19808113962447e-12,Gata6,435,64.9099659796012,127.418043596053,27.0626476628972,138.471270104665,C4
Gatb,OK,negbinomial.size,0.000749101188894826,0.00348235944804993,Gatb,107,6.63617888479311,9.49440535622286,0.57913917096283,4.51626044900522,C3
Gatm,OK,negbinomial.size,8.51711790891892e-65,2.23583036045763e-62,Gatm,193,8.25623153244449,115.855233416206,36.6226093397759,311.467913161069,C4
Gba,OK,negbinomial.size,0.0112678062849534,0.0350820390454369,Gba,170,26.1962591785826,39.2766879196626,13.2360526717247,21.9416079088935,C3
Gba2,OK,negbinomial.size,0.005651898982185,0.0197609069333639,Gba2,126,5.82574264304731,2.00698350318655,5.55739043451648,0.129289251675597,C1
Gbas,OK,negbinomial.size,0.00815783567933278,0.0269131162716742,Gbas,531,74.152149045633,90.0105281129027,104.025718002423,168.654474271237,C4
Gbf1,OK,negbinomial.size,0.00266653977712469,0.010431782589159,Gbf1,263,5.75606437259334,3.88589893236234,10.1407238340153,1.52749535460217,C2
Gbp2,OK,negbinomial.size,3.21993957391643e-12,5.27893516059252e-11,Gbp2,48,5.5373342107458,32.3018575734375,3.65344272774684,2.41800711239957,C3
Gbp3,OK,negbinomial.size,2.97224229694168e-08,3.10828883459845e-07,Gbp3,13,0.000523977351886979,1.17158237180368,1.91734899460617,5.66067978725162,C4
Gbp5,OK,negbinomial.size,5.24094439199886e-30,3.21020322448959e-28,Gbp5,74,4.78585972123336,16.0975709898194,0.820755527211152,0,C3
Gbp7,OK,negbinomial.size,2.41978578841057e-20,7.72349989983253e-19,Gbp7,62,0.711992625287657,14.8237151220042,8.35322302534846,6.14590454692311,C3
Gca,OK,negbinomial.size,2.55198770119557e-06,2.04016269735728e-05,Gca,46,3.61631965153728,2.35248021445497,0.00127805267855047,0.797989251483163,C1
Gcat,OK,negbinomial.size,1.09892616591437e-05,7.76675124843766e-05,Gcat,177,15.2294480082484,11.1057203488291,3.20217972714561,0.343467984675746,C1
Gcc1,OK,negbinomial.size,1.91840170089302e-05,0.000129331242550246,Gcc1,63,0.487722064848796,4.61341166451948,5.14931806791671,1.62172237627193,C2
Gcc2,OK,negbinomial.size,8.65863635647142e-05,0.000509647162344944,Gcc2,403,12.8653128004534,23.0429697354534,9.16751748669119,10.1968200239917,C3
Gch1,OK,negbinomial.size,0.00304187174490263,0.011676393988267,Gch1,14,0.00602155845934738,0.876799301675404,0,2.74024030679389,C4
Gchfr,OK,negbinomial.size,0.0114481869344224,0.035552596771147,Gchfr,98,9.09808495725874,36.5405767531882,9.49868482855955,8.41131783254127,C3
Gcnt1,OK,negbinomial.size,0.00034501629957677,0.00175621078807123,Gcnt1,76,5.23017945187017,1.20272904537383,3.37687410655708,0.263803953115546,C1
Gcnt2,OK,negbinomial.size,4.9161013843942e-08,4.98312152147066e-07,Gcnt2,28,3.19861442982845,0.4356138679903,0.0270218427007102,1.88362181133652,C1
Gcsh,OK,negbinomial.size,0.011962920634675,0.0368307917960328,Gcsh,373,63.2587742758646,100.41689776615,53.3841240037965,105.085565931378,C4
Gdf10,OK,negbinomial.size,1.21228457733248e-10,1.67313481955233e-09,Gdf10,20,4.1774648918269,0.140545389700244,11.1713083744812,0,C2
Gdf11,OK,negbinomial.size,0.000917155264450743,0.00417605952801059,Gdf11,262,15.1881091808097,20.3916631124419,7.24555213971416,3.96313902575111,C3
Gdpd1,OK,negbinomial.size,2.31807486461585e-06,1.87648816762452e-05,Gdpd1,199,18.9266838954203,35.7264868182185,3.25501038870539,34.2996549267894,C3
Gdpd2,OK,negbinomial.size,1.60023653928734e-30,1.02407177138573e-28,Gdpd2,66,0.493282978449032,12.0605641789674,0.0123953233110543,12.102265753427,C4
Gdpgp1,OK,negbinomial.size,0.0001561627187769,0.000865082278909242,Gdpgp1,29,1.91364549474119,0.509722526035404,0.0256285681066403,12.3715892771459,C4
Gem,OK,negbinomial.size,4.00307016018896e-09,4.72399004316611e-08,Gem,90,8.73319085803759,21.6745619687495,34.1871716328033,90.2498847164712,C4
Gemin4,OK,negbinomial.size,0.00304661912900685,0.0116841567848584,Gemin4,104,12.1310384740629,5.73115486800664,3.08944033718921,14.3127001129012,C4
Gemin7,OK,negbinomial.size,0.000338560862553242,0.00172745274693469,Gemin7,346,26.8351087623782,64.3440319789378,35.940592169025,81.0680908725435,C4
Gemin8,OK,negbinomial.size,2.43877160018493e-05,0.000161450947468753,Gemin8,115,13.8220427845052,6.40254339552928,0.846025745058787,2.50548636149372,C1
Gen1,OK,negbinomial.size,0.0138047964080667,0.0415468170793079,Gen1,51,2.82428553642073,0.262964647557586,1.8285138522572,0.210341824095503,C1
Gfm2,OK,negbinomial.size,0.00944472039133158,0.0302433254651974,Gfm2,274,6.34991975854788,10.5258148505521,12.073798260123,13.6888433937061,C4
Gfpt2,OK,negbinomial.size,0.00418851793674237,0.0152736080311438,Gfpt2,61,4.54423428062819,1.52747211458397,5.49872688299902,11.0891532344084,C4
Gfra1,OK,negbinomial.size,7.28981972233841e-06,5.33991748795211e-05,Gfra1,12,0.97823138927679,0.45397490150614,0,0,C1
Gfra2,OK,negbinomial.size,8.48254955114464e-11,1.18470179018864e-09,Gfra2,39,2.59264609232394,0.054535267017626,8.93129438549269,0,C2
Gfra3,OK,negbinomial.size,4.0051099577425e-70,1.19808672991725e-67,Gfra3,146,52.3082402896581,24.1361203975783,0.0116030559785403,0,C1
Gga3,OK,negbinomial.size,0.000390633244684203,0.00196201305207845,Gga3,149,8.26242165804946,2.18978412036177,6.01197566785676,2.4874466439422,C1
Ggct,OK,negbinomial.size,0.000727350703177767,0.00339597535207826,Ggct,71,0.769237611670088,4.30008827222943,0.195762322205146,1.01823519791874,C3
Ggt5,OK,negbinomial.size,1.62167880701476e-27,8.58421995663823e-26,Ggt5,70,4.56879587973505,2.92572957159032,40.5571496573339,0,C2
Ggta1,OK,negbinomial.size,8.70799992057149e-12,1.36932766477153e-10,Ggta1,47,4.33414632314312,0.290285360373716,8.86215155608331,0,C2
Ghitm,OK,negbinomial.size,0.00980613010311721,0.0312295745274565,Ghitm,452,84.2805139905551,110.974646821475,56.1791088646749,90.1998733182337,C3
Ghr,OK,negbinomial.size,0.000393943901406451,0.00197632621052698,Ghr,222,6.48984737287679,3.15499539458303,9.43459522261767,1.18644936468273,C2
Gin1,OK,negbinomial.size,0.00848773980363977,0.027724173970091,Gin1,109,1.46693091231266,3.54331640173962,4.52575809633924,8.3136556110153,C4
Ginm1,OK,negbinomial.size,0.0012521807187751,0.00545623326070599,Ginm1,306,18.7266650593117,29.7047944788477,29.6319438317115,69.696180639661,C4
Gins1,OK,negbinomial.size,0.00572526386637301,0.0199739813162886,Gins1,173,26.0746898232708,7.54201694306939,20.7328486818947,15.7756423545995,C1
Gins2,OK,negbinomial.size,3.05322929034859e-07,2.7992650293481e-06,Gins2,317,36.7355527408188,20.9325798087681,11.2668045509185,5.31833784720803,C1
Gins3,OK,negbinomial.size,3.24258413793217e-05,0.000210122719225297,Gins3,84,9.48091373553896,2.26706848753309,22.218078842409,12.5516320580181,C2
Git1,OK,negbinomial.size,0.00551449016977904,0.0193435743261161,Git1,170,8.50993221028301,4.93940578378099,1.40310318467199,5.64224623524059,C1
Git2,OK,negbinomial.size,0.00116356741897536,0.00512216554082136,Git2,187,11.5618296274959,7.66955592301705,11.5778920506139,1.03124798425355,C2
Gja1,OK,negbinomial.size,4.97536083658047e-40,4.80304507717601e-38,Gja1,458,124.030637390624,236.505243357201,175.190008535876,1382.51663097112,C4
Gjc1,OK,negbinomial.size,7.41919235718383e-09,8.40079852908941e-08,Gjc1,230,19.8008973686591,3.85727057812923,11.4797676248532,7.35433422855717,C1
Gk5,OK,negbinomial.size,7.41822238554866e-10,9.54205945453124e-09,Gk5,145,1.63693085469589,9.8779189619776,2.58772212409259,2.40579625204122,C3
Glb1,OK,negbinomial.size,0.000304398305660826,0.00157882072811097,Glb1,157,29.971530567354,27.3843190037586,5.64815163690778,17.0816754577539,C1
Glb1l2,OK,negbinomial.size,1.18056737347031e-05,8.31634070369585e-05,Glb1l2,35,1.84340448206834,1.49100936994878,10.1032198319989,0,C2
Glcci1,OK,negbinomial.size,0.000457408283361482,0.00225772937409008,Glcci1,139,5.566478520093,1.56276368310663,7.2090258741578,3.3749678961233,C2
Glce,OK,negbinomial.size,3.16770109749543e-07,2.89390193303152e-06,Glce,111,5.69037236679087,2.35459790689059,16.2329073957626,2.83467662503808,C2
Gldc,OK,negbinomial.size,3.17020952922665e-08,3.29655660262267e-07,Gldc,18,1.55904068865338,0.00525678192713329,0,0,C1
Gldn,OK,negbinomial.size,8.03486364619852e-12,1.26812823412333e-10,Gldn,35,1.52227149557204,1.37954075167531,0,10.1540468602921,C4
Gle1,OK,negbinomial.size,0.00835828698100401,0.0274547102749373,Gle1,220,14.5197577408339,7.48515995681336,10.28783424964,5.07792289640521,C1
Gli1,OK,negbinomial.size,0.00954083197609462,0.0305131083313041,Gli1,58,1.51125828792607,0.921584993444739,6.82358988065931,0.0728456018186579,C2
Gli2,OK,negbinomial.size,0.0114325603381671,0.0355296022299695,Gli2,103,2.3831429336196,0.574056865733614,4.58356858218445,0.656621847721549,C2
Gli3,OK,negbinomial.size,2.69612755927213e-09,3.2411484855063e-08,Gli3,287,16.6917589518599,5.52451245167126,19.0509960317018,4.11933614908095,C2
Glipr2,OK,negbinomial.size,4.7680849326955e-14,9.25066010396112e-13,Glipr2,176,38.0648154516568,8.78654246091087,45.9834587346588,0.993446063000076,C2
Glis2,OK,negbinomial.size,6.17928259503646e-06,4.57594197006068e-05,Glis2,278,12.4120031998066,25.6375437978216,39.425185158961,13.4881700279121,C2
Glo1,OK,negbinomial.size,0.00411251916867776,0.0150495971740262,Glo1,508,147.091578734446,196.934952001757,116.454263671088,86.1222875093299,C3
Glrx,OK,negbinomial.size,1.3134514741928e-05,9.15714163281406e-05,Glrx,230,20.6881597260858,62.6409951726328,14.4201823921879,24.3002163370719,C3
Gls,OK,negbinomial.size,4.85755537414202e-16,1.13398792699798e-14,Gls,457,4.81989034663923,6.1034163037223,7.52321296785387,46.7666096075127,C4
Glt28d2,OK,negbinomial.size,1.43864621435117e-17,3.76890147763728e-16,Glt28d2,26,0.405058892049474,11.8887201853692,0,3.43473703405763,C3
Glt8d2,OK,negbinomial.size,3.81063751987658e-05,0.000243740578906874,Glt8d2,20,0.6105203117,0.0264769267751091,3.94420269143609,0.0530106492834217,C2
Glud1,OK,negbinomial.size,0.00109836502957246,0.00487279075022794,Glud1,310,29.2677022987817,12.1915993727376,23.9448851515012,22.5180552700094,C1
Glyr1,OK,negbinomial.size,0.00552683721885846,0.0193710373695304,Glyr1,346,35.0116710047466,35.2421686869917,16.517704144897,15.7497605417897,C3
Gm10093,OK,negbinomial.size,5.92991021078706e-08,5.94979992522261e-07,Gm10093,400,113.741306264083,75.3961735680345,52.7485899113762,8.44867245464343,C1
Gm10118,OK,negbinomial.size,1.25897771491659e-08,1.37823236995507e-07,Gm10118,15,2.25884559568844,3.96286520063777,0,0,C3
Gm10184,OK,negbinomial.size,0.00759551286333729,0.0252196907488662,Gm10184,193,18.2492614464042,6.83929067704183,4.91195458571629,12.4340424850532,C1
Gm11744,OK,negbinomial.size,1.97004502680567e-29,1.17863670603727e-27,Gm11744,188,2.03397041960192,62.8980957067665,3.59628823780596,12.479718443163,C3
Gm12942,OK,negbinomial.size,0.0115952175059685,0.0358980419915477,Gm12942,122,4.41793651327525,15.5135288747604,4.90812463292041,14.5708644636295,C3
Gm14226,OK,negbinomial.size,6.40533542179082e-05,0.000388824112932965,Gm14226,220,13.2989542703904,7.15108270912978,0.0444560115223353,12.0864046954748,C1
Gm14698,OK,negbinomial.size,0.00406776228337469,0.0149163559074376,Gm14698,125,1.29089641773191,3.31225417764676,9.34346258594341,5.29700749207686,C2
Gm15800,OK,negbinomial.size,0.0073409902937781,0.0245329067676975,Gm15800,323,9.08932243560262,10.4020388921722,8.53704737417489,22.0633242673338,C4
Gm16039,OK,negbinomial.size,2.62048330073436e-05,0.00017232759047723,Gm16039,207,5.26814603505295,1.72117067795965,8.81786275614938,3.79588367474725,C2
Gm16286,OK,negbinomial.size,8.3404527953377e-05,0.000492803143346021,Gm16286,468,51.0161681279613,74.4237643612199,25.3033893019494,76.2426774808186,C4
Gm20489,OK,negbinomial.size,1.22835898904352e-07,1.17737568376056e-06,Gm20489,27,4.48124607723456,0,0.514571389922495,0,C1
